id,conf,year,times,x,y,
1326,SciVis,2004,4,-3.5213654,23.504175,
1401,SciVis,2004,1,-1.8806621,21.555874,
2162,SciVis,1996,5,39.437874,18.027176,
2391,SciVis,1993,10,39.63266,18.676159,
1728,SciVis,2001,5,-16.030542,30.174511,
1634,SciVis,2002,0,-38.162064,-27.7724,
1809,SciVis,2000,5,51.1516,8.83391,
1808,SciVis,2000,5,49.145725,5.4642034,
1722,SciVis,2001,0,50.03462,6.1398444,
1832,SciVis,2000,2,-36.2218,-20.016973,
589,SciVis,2010,0,-21.61887,-29.545841,
1093,SciVis,2006,2,22.263866,13.222942,
2137,SciVis,1997,4,19.169237,20.997097,
2389,SciVis,1993,3,20.130001,22.812073,
1281,SciVis,2005,1,23.446577,13.709756,
1913,SciVis,1999,5,49.061428,7.317544,
593,SciVis,2010,1,48.46574,7.283458,
2512,SciVis,1991,4,-31.242779,-31.014769,
2458,SciVis,1992,10,-31.514252,-29.87094,
1099,SciVis,2006,2,-8.133319,48.70878,
1707,SciVis,2001,0,6.092449,50.44717,
1660,SciVis,2002,4,-9.987298,39.98011,
1355,SciVis,2004,1,-9.613258,39.285965,
1644,InfoVis,2002,2,25.606182,33.4066,
1020,VAST,2007,2,-21.476238,-21.638443,
1914,SciVis,1999,5,51.632393,-20.15639,
1565,SciVis,2003,0,51.896732,-20.150356,
1291,InfoVis,2004,9,-39.12506,-17.521952,
1091,SciVis,2006,0,-38.544106,-18.133139,
1212,SciVis,2005,5,16.382858,11.506292,
1277,SciVis,2005,4,13.953037,36.417015,
871,SciVis,2008,1,38.73466,45.187286,
2312,SciVis,1994,2,20.248198,23.31433,
697,SciVis,2009,2,19.973988,22.955502,
1278,SciVis,2005,7,4.855626,20.618366,
1322,SciVis,2004,2,3.8781219,20.387224,
1941,SciVis,1999,3,26.269588,-16.17794,
1647,SciVis,2002,12,39.457973,-27.719242,
701,SciVis,2009,0,-12.486402,12.81086,
1816,SciVis,2000,2,-20.070507,19.74292,
1350,SciVis,2004,13,18.907732,33.32399,
1111,SciVis,2006,4,-4.05998,-40.126564,
2062,SciVis,1997,18,16.040808,53.39622,
2000,SciVis,1998,4,16.941658,53.690895,
1904,SciVis,1999,9,14.493187,53.728634,
2326,SciVis,1994,3,31.250006,19.076849,
2437,SciVis,1992,9,31.145315,18.477707,
1276,SciVis,2005,5,-8.595823,37.018482,
1106,SciVis,2006,1,-7.9296827,36.32613,
1342,SciVis,2004,2,41.902935,35.778824,
1247,SciVis,2005,1,-16.46424,25.861765,
716,SciVis,2009,0,-14.441521,-49.454494,
2003,SciVis,1998,14,-14.443115,-48.451626,
2093,SciVis,1997,14,-15.406512,-49.710506,
1540,SciVis,2003,3,-16.14338,-50.52944,
2291,SciVis,1995,13,-8.411748,40.455692,
1471,SciVis,2003,1,-23.832817,-37.54259,
1746,SciVis,2001,6,-17.59615,-50.021023,
2041,SciVis,1998,15,-6.377169,42.600883,
1551,SciVis,2003,3,-14.596789,-48.880386,
1989,SciVis,1998,8,-21.729616,30.635118,
1344,SciVis,2004,2,-21.866587,29.336252,
720,SciVis,2009,0,49.218273,6.3194065,
2310,SciVis,1994,12,-29.645142,-31.777235,
725,SciVis,2009,0,23.248995,-19.41992,
2402,SciVis,1993,4,-9.394531,22.288912,
2451,SciVis,1992,6,-29.449568,39.18693,
994,SciVis,2007,3,-0.89651126,21.426046,
969,SciVis,2007,0,3.1287415,21.062822,
728,SciVis,2009,1,38.047962,44.589405,
865,SciVis,2008,1,38.265785,44.82982,
1636,SciVis,2002,4,-4.552833,43.5877,
1805,SciVis,2000,2,-5.5471234,43.154858,
1826,SciVis,2000,12,-40.82325,-43.740425,
2116,SciVis,1997,21,-18.555271,-51.47799,
2133,SciVis,1997,2,-19.090101,-49.714993,
2092,SciVis,1997,7,24.647831,-7.203661,
2051,SciVis,1998,3,24.49438,-6.7639875,
1510,SciVis,2003,2,18.275679,19.084682,
2470,SciVis,1992,15,19.170877,18.770111,
1952,SciVis,1999,2,-48.855347,-20.333078,
1154,VAST,2006,4,-17.191938,26.897713,
1331,InfoVis,2004,4,17.721556,-4.4818587,
925,InfoVis,2007,1,-10.530292,28.892172,
823,InfoVis,2008,0,-43.274693,-3.8448193,
2223,InfoVis,1996,12,-42.94263,-10.303034,
1149,VAST,2006,2,-39.913998,-24.813097,
2018,SciVis,1998,11,-29.564856,26.885992,
2106,SciVis,1997,1,38.181667,14.707582,
972,SciVis,2007,1,-22.024618,-47.17735,
829,SciVis,2008,0,-14.811806,54.809086,
1090,SciVis,2006,3,-14.811134,54.808144,
